Binomial,bs_g,log10_bs,lognat_bs,,,
Adelomyia_melanogenys,4.37,0.640481437,1.474763009,,,
Adelotus_brevis,5.42,0.733999287,1.690095815,,,
Adenomus_kandianus,6.25,0.795646449,1.832043654,,,
Adercosaurus_vixadnexus,3.88,0.588831726,1.355835154,,,
Adolfus_africanus,7.28,0.862131379,1.985130862,,,
Adolfus_alleni,8.38,0.923244019,2.125847914,,,
Adolfus_jacksoni,18.67,1.271144318,2.926917958,,,
Adolfus_vauereselli,5.69,0.755112266,1.738710248,,,
Adontosternarchus_balaenops,7.00,0.84509804,1.945910149,,,
Aechmophorus_clarkii,1194.39,3.077146159,7.085390874,,,
Aechmophorus_clarkii_clarkii,1226.00,3.08849047,7.111512116,,,
Aechmophorus_clarkii_transitionalis,1471.50,3.167760266,7.294037568,,,
Aechmophorus_occidentalis,1261.61,3.100925123,7.140143962,,,
Aechmophorus_occidentalis_ephemeralis,1125.00,3.051152522,7.025538315,,,
Aechmophorus_occidentalis_occidentalis,1789.50,3.252731703,7.48969153,,,
Aegialitis_vociferus,87.88,1.943890048,4.475972248,,,
Aegithalos_bonvaloti,7.25,0.860338007,1.981001469,,,
Aegithalos_caudatus,8.52,0.930439595,2.142416341,,,
Aegithalos_concinnus,6.62,0.820857989,1.89009537,,,
Aegithalos_fuliginosus,6.88,0.837588438,1.928618652,,,
Aegithalos_glaucogularis,8.60,0.934498451,2.151762203,,,
Aegithalos_iouschistos,7.25,0.860338007,1.981001469,,,
Aegithalos_leucogenys,7.18,0.856124444,1.971299383,,,
Aegithalos_niveogularis,7.70,0.886490725,2.041220329,,,
Aegithalos_sharpei,7.25,0.860338007,1.981001469,,,
Aegithina_lafresnayei,11.96,1.07773118,2.481567749,,,
Aegithina_nigrolutea,12.61,1.100715087,2.53449015,,,
Aegithina_tiphia,13.17,1.119585775,2.577941516,,,
Aegithina_viridissima,13.91,1.14332713,2.632608006,,,
Aegolius_acadicus,99.19,1.99646789,4.597037203,,,
Aegolius_funereus,150.29,2.176930084,5.012566761,,,
Aegolius_harrisii,124.92,2.096631976,4.827673532,,,
Aegolius_ridgwayi,80.00,1.903089987,4.382026635,,,
Aegotheles_affinis,47.25,1.674401813,3.855452654,,,
Aegotheles_albertisi,35.83,1.554246808,3.578785531,,,
Aegotheles_archboldi,31.33,1.495960395,3.444576105,,,
Aegotheles_bennettii,53.63,1.729407797,3.982108613,,,
Aegotheles_bennettii_affinis,56.50,1.752048448,4.034240638,,,
Aegotheles_crinifrons,146.33,2.165333373,4.985864345,,,
Aegotheles_cristatus,43.64,1.639884742,3.775974161,,,
Aegotheles_cristatus_cristatus,65.00,1.812913357,4.17438727,,,
Aegotheles_cristatus_tasmanicus,60.00,1.77815125,4.094344562,,,
Aegotheles_insignis,86.33,1.936161741,4.458177162,,,
Aegotheles_savesi,59.38,1.773640193,4.083957469,,,
Aegotheles_tatei,52.00,1.716003344,3.951243719,,,
Aegotheles_wallacii,50.68,1.704836606,3.925531355,,,
Aegypius_monachus,10315.96,4.013509649,9.24144749,,,
Aeluroscalabotes_felinus,30.10,1.478566496,3.404525172,,,
Aenigmatolimnas_marginalis,58.55,1.767526899,4.06988109,,,
Aeoliscus_strigatus,1.90,0.278753601,0.641853886,,,
Aepeomys_fuscatus,49.33,1.693111115,3.898532415,,,
Aepeomys_lugens,37.02,1.568436414,3.611458307,,,
Aepeomys_reigi,37.00,1.568201724,3.610917913,,,
Aepyceros_melampus,37801.51,4.577509148,10.54010433,,,
Aepypodius_arfakianus,1501.64,3.176565828,7.314313123,,,
Aepypodius_bruijnii,192.00,2.283301229,5.257495372,,,
Aepyprymnus_rufescens,3030.82,3.481560144,8.016588489,,,
Aeretes_melanopterus,753.23,2.876927609,6.624370626,,,
Aerodramus_amelis,10.68,1.028571253,2.368372834,,,
Aerodramus_bartschi,7.66,0.88422877,2.036011984,,,
Aerodramus_brevirostris,13.90,1.1430148,2.63188884,,,
Aerodramus_elaphrus,12.80,1.10720997,2.549445171,,,
Aerodramus_francicus,10.34,1.014520539,2.336019869,,,
Aerodramus_fuciphagus,12.75,1.105510185,2.545531272,,,
Aerodramus_germani,12.61,1.100715087,2.53449015,,,
Aerodramus_hirundinaceus,10.10,1.004321374,2.312535424,,,
Aerodramus_maximus,18.40,1.264817823,2.912350665,,,
Aerodramus_mearnsi,12.85,1.108903128,2.553343811,,,
Aerodramus_palawanensis,22.50,1.352182518,3.113515309,,,
Aerodramus_papuensis,22.78,1.35755372,3.125882958,,,
Aerodramus_salangana,10.68,1.028571253,2.368372834,,,
Aerodramus_sawtelli,8.60,0.934498451,2.151762203,,,
Aerodramus_spodiopygius,9.30,0.968482949,2.2300144,,,
Aerodramus_spodiopygius_assimilis,8.20,0.913813852,2.104134154,,,
Aerodramus_spodiopygius_chillagoensis,12.10,1.08278537,2.493205453,,,
Aerodramus_spodiopygius_leucopygia,8.50,0.929418926,2.140066163,,,
Aerodramus_terraereginae,12.44,1.09482038,2.520917087,,,
Aerodramus_unicolor,11.35,1.054995862,2.429217744,,,
Aerodramus_vanikorensis,10.68,1.028571253,2.368372834,,,
Aerodramus_vanikorensis_yorki,13.00,1.113943352,2.564949357,,,
Aerodramus_vulcanorum,14.31,1.155639634,2.660958594,,,
Aerodramus_whiteheadi,14.00,1.146128036,2.63905733,,,
Aeromys_tephromelas,1108.62,3.044782709,7.010871278,,,
Aeromys_thomasi,1434.43,3.15667936,7.268522837,,,
Aeronautes_andecolus,17.11,1.23325001,2.839663088,,,
Aeronautes_andecolus_andecolus,20.00,1.301029996,2.995732274,,,
Aeronautes_andecolus_parvulus,18.00,1.255272505,2.890371758,,,
Aeronautes_montivagus,21.21,1.326540669,3.054472769,,,
Aeronautes_saxatalis,32.81,1.51600623,3.490733347,,,
Aethalops_aequalis,13.90,1.1430148,2.63188884,,,
Aethalops_alecto,15.02,1.176669933,2.709382646,,,
Aethia_cristatella,274.72,2.438890278,5.615752397,,,
Aethia_psittacula,284.75,2.454463733,5.651611602,,,
Aethia_pusilla,86.88,1.938919812,4.464527856,,,
Aethia_pygmaea,121.49,2.084540532,4.799831955,,,
Aethomys_bocagei,79.89,1.902492421,4.380650688,,,
Aethomys_chrysophilus,58.57,1.767675224,4.07022262,,,
Aethomys_granti,39.94,1.601408061,3.687378328,,,
Aethomys_hindei,110.81,2.044578955,4.707817023,,,
Aethomys_ineptus,120.08,2.079470679,4.788158187,,,
Aethomys_kaiseri,87.14,1.940217556,4.467516021,,,
Aethomys_namaquensis,39.91,1.601081728,3.686626919,,,
Aethomys_nyikae,77.01,1.886547123,4.343935284,,,
Aethomys_silindensis,82.76,1.917820482,4.415944853,,,
Aethomys_stannarius,82.90,1.918554531,4.417635062,,,
Aethomys_thomasi,91.59,1.961848059,4.517322095,,,
Aethopyga_bella,4.05,0.607455023,1.398716881,,,
Aethopyga_boltoni,7.15,0.854306042,1.967112357,,,
Aethopyga_boltoni_malindangensis,8.60,0.934498451,2.151762203,,,
Aethopyga_boltoni_tibolii,7.80,0.892094603,2.054123734,,,
Aethopyga_christinae,5.45,0.736396502,1.695615609,,,
Aethopyga_decorosa,6.08,0.783903579,1.805004696,,,
Aethopyga_duyvenbodei,6.03,0.780317312,1.796747011,,,
Aethopyga_eximia,6.03,0.780317312,1.796747011,,,
Aethopyga_flagrans,6.93,0.840733235,1.935859813,,,
Aethopyga_gouldiae,6.28,0.797959644,1.83736998,,,
Aethopyga_guimarasensis,6.78,0.831229694,1.913977102,,,
Aethopyga_ignicauda,8.48,0.928395852,2.13771045,,,
Aethopyga_jefferyi,6.08,0.783903579,1.805004696,,,
Aethopyga_linaraborae,7.69,0.88592634,2.039920784,,,
Aethopyga_magnifica,6.90,0.838849091,1.931521412,,,
Aethopyga_mystacalis,6.00,0.77815125,1.791759469,,,
Aethopyga_nipalensis,6.93,0.840733235,1.935859813,,,
Aethopyga_primigenia,7.40,0.86923172,2.00148,,,
Aethopyga_pulcherrima,6.59,0.818885415,1.885553349,,,
Aethopyga_saturata,5.82,0.764922985,1.761300262,,,
Aethopyga_shelleyi,4.47,0.650307523,1.497388409,,,
Aethopyga_siparaja,7.53,0.876794976,2.018895042,,,
Aethopyga_temminckii,5.80,0.763427994,1.757857918,,,
Aethopyga_vigorsii,8.15,0.911157609,2.098017927,,,
Aetobatus_flagellum,13900.00,4.1430148,9.539644119,,,
Aetobatus_narinari,121000.00,5.08278537,11.70354582,,,
Aetobatus_narutobiei,32200.00,4.507855872,10.37972173,,,
Aetobatus_ocellatus,200000.00,5.301029996,12.20607265,,,
Afrixalus_fulvovittatus,1.25,0.096910013,0.223143551,,,
Afroablepharus_duruarum,1.64,0.214843848,0.494696242,,,
Afroablepharus_maculicollis,0.60,-0.22184875,-0.510825624,,,
Afroablepharus_seydeli,0.95,-0.022276395,-0.051293294,,,
Afroablepharus_tancredi,0.35,-0.455931956,-1.049822124,,,
Afroablepharus_wahlbergi,1.16,0.064457989,0.148420005,,,
Afroablepharus_wilsoni,0.24,-0.619788758,-1.427116356,,,
Afroedura_africana,5.53,0.742725131,1.710187816,,,
Afroedura_amatolica,4.59,0.661812686,1.523880024,,,
Afroedura_bogerti,2.70,0.431363764,0.993251773,,,
Afroedura_hawequensis,11.76,1.070407322,2.464703942,,,
Afroedura_karroica,5.58,0.746634199,1.719188776,,,
Afroedura_nivaria,6.05,0.781755375,1.800058272,,,
Afroedura_pondolia,9.11,0.959518377,2.209372711,,,
Afroedura_tembulica,3.95,0.596597096,1.373715579,,,
Afroedura_transvaalica,8.10,0.908485019,2.091864062,,,
Afrogecko_ansorgii,1.99,0.298853076,0.688134639,,,
Afrogecko_porphyreus,2.18,0.338456494,0.779324877,,,
Afrogecko_swartbergensis,9.46,0.975891136,2.247072383,,,
Afropavo_congensis,1262.98,3.101396473,7.141229287,,,
Afrotis_afra,689.00,2.838219222,6.535241271,,,
Afrotis_afraoides,722.50,2.858837851,6.58271742,,,
Afrotyphlops_angolensis,37.00,1.568201724,3.610917913,,,
Afrotyphlops_brevis,1.00,0,0,,,
Afrotyphlops_congestus,131.00,2.117271296,4.875197323,,,
Afrotyphlops_liberiensis,131.00,2.117271296,4.875197323,,,
Afrotyphlops_lineolatus,67.00,1.826074803,4.204692619,,,
Afrotyphlops_mucruso,1.00,0,0,,,
Afrotyphlops_punctatus,131.00,2.117271296,4.875197323,,,
Afrotyphlops_schlegelii,1.00,0,0,,,
Afrotyphlops_tanganicanus,67.00,1.826074803,4.204692619,,,
Afurcagobius_tamarensis,16.70,1.222716471,2.815408719,,,
Agalmaceros_spp.,60000.00,4.77815125,11.00209984,,,
Agalychnis_annae,74.00,1.86923172,4.304065093,,,
Agalychnis_callidryas,12.00,1.079181246,2.48490665,,,
Agalychnis_dacnicolor,71.00,1.851258349,4.262679877,,,
Agalychnis_moreletii,31.00,1.491361694,3.433987204,,,
Agalychnis_saltator,47.00,1.672097858,3.850147602,,,
Agalychnis_spurrelli,70.00,1.84509804,4.248495242,,,
Agama_aculeata,25.68,1.409595019,3.245712479,,,
Agama_africana,100.00,2,4.605170186,,,
Agama_agama,81.64,1.911902996,4.402319338,,,
Agama_anchietae,63.27,1.801197834,4.147411283,,,
Agama_armata,16.82,1.225825991,2.822568655,,,
Agama_atra,63.27,1.801197834,4.147411283,,,
Agama_bocourti,12.13,1.083860801,2.495681723,,,
Agama_boensis,100.00,2,4.605170186,,,
Agama_bottegi,40.15,1.60368555,3.69262244,,,
Agama_boueti,24.85,1.395326393,3.212857753,,,
Agama_boulengeri,25.58,1.40790054,3.241810796,,,
Agama_caudospinosa,75.43,1.877544108,4.323205074,,,
Agama_cornii,3.03,0.481442629,1.10856262,,,
Agama_doriae,66.81,1.824841472,4.20185277,,,
Agama_etoshae,10.03,1.001300933,2.305580602,,,
Agama_gracilimembris,4.60,0.662757832,1.526056303,,,
Agama_hartmanni,10.03,1.001300933,2.305580602,,,
Agama_hispida,33.85,1.529558673,3.521938999,,,
Agama_impalearis,58.10,1.764176132,4.062165664,,,
Agama_insularis,8.18,0.912753304,2.101692151,,,
Agama_kaimosae,100.00,2,4.605170186,,,
Agama_kirkii,35.41,1.549125927,3.566994266,,,
Agama_lionotus,100.00,2,4.605170186,,,
Agama_mehelyi,8.18,0.912753304,2.101692151,,,
Agama_montana,15.54,1.191451014,2.743417345,,,
Agama_mossambica,40.15,1.60368555,3.69262244,,,
Agama_mwanzae,60.08,1.778729924,4.095677007,,,
Agama_paragama,29.42,1.468642668,3.381674715,,,
Agama_persimilis,14.51,1.161667412,2.674838067,,,
Agama_planiceps,74.60,1.872738827,4.312140507,,,
Agama_robecchii,59.36,1.773493892,4.083620599,,,
Agama_rueppelli,21.99,1.342225229,3.090587805,,,
Agama_sankaranica,8.18,0.912753304,2.101692151,,,
Agama_spinosa,73.19,1.864451747,4.2930588,,,
Agama_turuensis,74.65,1.873029812,4.312810524,,,
Agama_weidholzi,4.94,0.693726949,1.597365331,,,
Agamia_agami,550.77,2.740970277,6.311317299,,,
Agamura_femoralis,5.05,0.703291378,1.619388243,,,
Agamura_misonnei,10.95,1.039414119,2.393339456,,,
Agamura_persica,6.33,0.80140371,1.845300236,,,
Agapornis_canus,30.27,1.481012421,3.410157123,,,
Agapornis_fischeri,48.77,1.688152756,3.88711537,,,
Agapornis_fisheri,53.00,1.72427587,3.970291914,,,
Agapornis_lilianae,38.20,1.582063363,3.642835516,,,
Agapornis_nigrigenis,40.48,1.607240504,3.700808025,,,
Agapornis_personatus,52.45,1.719745493,3.959860335,,,
Agapornis_pullarius,41.58,1.618884485,3.727619282,,,
Agapornis_roseicollis,55.55,1.744684063,4.017283516,,,
Agapornis_swindernianus,40.25,1.604765885,3.695110004,,,
Agapornis_taranta,60.49,1.781683585,4.102478062,,,
Agelaioides_badius,44.58,1.649140064,3.797285328,,,
Agelaioides_oreopsar,71.05,1.851564082,4.263383855,,,
Agelaius_assimilis,49.47,1.69434191,3.901366425,,,
Agelaius_cyanopus,37.60,1.575187845,3.62700405,,,
Agelaius_flavus,43.00,1.633468456,3.761200116,,,
Agelaius_humeralis,36.34,1.560384923,3.592919063,,,
Agelaius_icterocephalus,35.50,1.550228353,3.569532696,,,
Agelaius_phoeniceus,54.07,1.73295637,3.990279503,,,
Agelaius_phoeniceus_phoeniceus,45.36,1.656673046,3.814630659,,,
Agelaius_ruficapillus,38.00,1.579783597,3.63758616,,,
Agelaius_thilius,31.70,1.501059262,3.456316681,,,
Agelaius_tricolor,60.05,1.778513012,4.095177549,,,
Agelaius_xanthomus,38.40,1.584331224,3.64805746,,,
Agelaius_xanthophthalmus,45.10,1.654176542,3.808882247,,,
Agelastes_meleagrides,815.00,2.911157609,6.703188113,,,
Agelastes_niger,700.00,2.84509804,6.551080335,,,
Agelasticus_cyanopus,34.76,1.541079768,3.5484673,,,
Agelasticus_thilius,31.60,1.499687083,3.453157121,,,
Agelasticus_xanthophthalmus,45.10,1.654176542,3.808882247,,,
Ageneiosus_inermis,2500.00,3.397940009,7.824046011,,,
Agkistrodon_bilineatus,1015.09,3.006504549,6.922732557,,,
Agkistrodon_contortrix,949.95,2.977700747,6.856409352,,,
Agkistrodon_halys,114.50,2.058805487,4.740574823,,,
Agkistrodon_piscivorus,2162.06,3.334867742,7.67881675,,,
Aglaeactis_aliciae,7.80,0.892094603,2.054123734,,,
Aglaeactis_castelnaudii,6.82,0.833784375,1.919859472,,,
Aglaeactis_cupripennis,7.71,0.887054378,2.042518188,,,
Aglaeactis_pamela,5.57,0.745855195,1.717395054,,,
Aglaiocercus_berlepschi,4.97,0.696356389,1.60341984,,,
Aglaiocercus_coelestis,6.35,0.802773725,1.848454813,,,
Aglaiocercus_kingi,5.08,0.705863712,1.625311262,,,
Aglaiocercus_kingii,4.90,0.69019608,1.589235205,,,
Agonus_cataphractus,8.00,0.903089987,2.079441542,,,
Agouti_paca,7396.55,3.869029197,8.908768954,,,
Agouti_taczanowskii,8970.77,3.952829722,9.101726793,,,
Agriornis_albicauda,53.00,1.72427587,3.970291914,,,
Agriornis_lividus,101.24,2.005352136,4.617493936,,,
Agriornis_microptera,75.00,1.875061263,4.317488114,,,
Agriornis_micropterus,67.72,1.830716949,4.215381557,,,
Agriornis_montana,68.00,1.832508913,4.219507705,,,
Agriornis_montanus,63.48,1.802636918,4.150724896,,,
Agriornis_murina,32.00,1.505149978,3.465735903,,,
Agriornis_murinus,29.89,1.475525915,3.397523976,,,
Agropsar_sturninus,49.33,1.693111115,3.898532415,,,
Agyrtria_brevirostris,4.30,0.633468456,1.458615023,,,
Agyrtria_candida,4.30,0.633468456,1.458615023,,,
Agyrtria_cyanocephala,7.00,0.84509804,1.945910149,,,
Agyrtria_franciae,5.00,0.698970004,1.609437912,,,
Agyrtria_leucogaster,5.40,0.73239376,1.686398954,,,
Agyrtria_versicolor,4.10,0.612783857,1.410986974,,,
Agyrtria_violiceps,5.80,0.763427994,1.757857918,,,
Agyrtria_viridifrons,6.30,0.799340549,1.840549633,,,
Ahaetulla_fasciolata,1060.09,3.025342738,6.966109089,,,
Ahaetulla_mycterizans,484.09,2.684926111,6.18227084,,,
Ahaetulla_nasuta,789.94,2.897594106,6.671956993,,,
Ahaetulla_prasina,2974.05,3.473348266,7.997679939,,,
Ailuroedus_buccoides,140.75,2.148448404,4.946985267,,,
Ailuroedus_crassirostris,210.64,2.323540846,5.350150515,,,
Ailuroedus_melanotis,183.22,2.262972879,5.210687617,,,
Ailuronyx_seychellensis,33.52,1.52530401,3.512142276,,,
Ailuronyx_tachyscopaeus,12.60,1.100370545,2.533696814,,,
Ailuronyx_trachygaster,97.28,1.988023562,4.577593418,,,
Ailuropoda_melanoleuca,80673.96,4.906733375,11.29817113,,,
Ailurops_melanotis,8500.00,3.929418926,9.047821442,,,
Ailurops_ursinus,9625.00,3.983400738,9.172119159,,,
Ailurus_fulgens,3879.98,3.588829487,8.263585278,,,
Aimophila_aestivalis,20.38,1.30920418,3.014554028,,,
Aimophila_botterii,21.47,1.331832044,3.066656612,,,
Aimophila_carpalis,15.90,1.201397124,2.766319109,,,
Aimophila_cassinii,20.05,1.302114377,2.998229154,,,
Aimophila_humeralis,24.95,1.39707055,3.216873822,,,
Aimophila_mystacalis,22.35,1.349277527,3.106826321,,,
Aimophila_notosticta,27.10,1.432969291,3.299533728,,,
Aimophila_quinquestriata,19.92,1.299289334,2.991724252,,,
Aimophila_rufescens,35.71,1.55278985,3.575430762,,,
Aimophila_ruficauda,29.10,1.463892989,3.370738174,,,
Aimophila_ruficeps,19.47,1.289365952,2.968874819,,,
Aimophila_stolzmanni,25.62,1.408579125,3.243373296,,,
Aimophila_strigiceps,22.95,1.36078269,3.133317937,,,
Aimophila_sumichrasti,29.44,1.468937806,3.382354294,,,
Aipysurus_apraefrontalis,73.80,1.868056362,4.301358732,,,
Aipysurus_duboisii,665.79,2.823337268,6.500974306,,,
Aipysurus_eydouxii,511.89,2.709176645,6.238109758,,,
Aipysurus_foliosquama,73.80,1.868056362,4.301358732,,,
Aipysurus_laevis,3113.00,3.493179121,8.04334217,,,
Aix_galericulata,582.10,2.764997599,6.366642254,,,
Aix_sponsa,682.93,2.834376191,6.526392365,,,
Ajaia_ajaja,1255.64,3.098865142,7.135400682,,,
Akialoa_ellisiana,27.50,1.439332694,3.314186005,,,
Akialoa_obscura,27.50,1.439332694,3.314186005,,,
Akodon_aerosus,59.32,1.773201142,4.082946517,,,
Akodon_affinis,24.93,1.396722279,3.216071898,,,
Akodon_albiventer,23.95,1.379305518,3.175968324,,,
Akodon_aliquantulus,29.02,1.462697408,3.367985247,,,
Akodon_azarae,23.15,1.364550995,3.141994781,,,
Akodon_bogotensis,12.98,1.113274692,2.563409711,,,
Akodon_boliviensis,27.07,1.432488256,3.298426104,,,
Akodon_budini,26.90,1.42975228,3.292126287,,,
Akodon_cursor,39.81,1.599992178,3.684118137,,,
Akodon_dayi,33.16,1.520614522,3.50134433,,,
Akodon_dolores,41.23,1.615213335,3.719166147,,,
Akodon_fumeus,23.28,1.366982976,3.147594623,,,
Akodon_illuteus,47.82,1.679609572,3.867443962,,,
Akodon_iniscatus,28.72,1.458184436,3.357593744,,,
Akodon_juninensis,38.98,1.590841835,3.663048694,,,
Akodon_kempi,26.37,1.42111013,3.272227,,,
Akodon_kofordi,29.50,1.469822016,3.384390263,,,
Akodon_lanosus,32.45,1.511214701,3.479700443,,,
Akodon_latebricola,38.98,1.590841835,3.663048694,,,
Akodon_leucolimnaeus,31.32,1.495821753,3.444256871,,,
Akodon_lindberghi,26.39,1.42143939,3.272985151,,,
Akodon_longipilis,31.79,1.502290528,3.459151775,,,
Akodon_lutescens,20.69,1.315760491,3.029650492,,,
Akodon_mansoensis,38.97,1.590730406,3.662792119,,,
Akodon_mimus,23.99,1.380030248,3.177637077,,,
Akodon_molinae,27.74,1.443106457,3.322875415,,,
Akodon_mollis,30.37,1.482444792,3.413455279,,,
Akodon_montensis,28.18,1.449940989,3.338612506,,,
Akodon_mystax,23.40,1.369215857,3.152736022,,,
Akodon_neocenus,42.09,1.624178926,3.739810183,,,
Akodon_nigrita,19.92,1.299289334,2.991724252,,,
Akodon_oenos,34.99,1.543943942,3.555062306,,,
Akodon_olivaceus,27.40,1.437750563,3.310543013,,,
Akodon_orophilus,38.37,1.583991799,3.647275904,,,
Akodon_paranaensis,29.81,1.474361976,3.394843908,,,
Akodon_pervalens,35.16,1.546048866,3.559909073,,,
Akodon_puer,20.76,1.317227349,3.033028058,,,
Akodon_reigi,29.81,1.474361976,3.394843908,,,
Akodon_sanborni,24.65,1.391816924,3.2047769,,,
Akodon_sanctipaulensis,27.16,1.433929766,3.301745303,,,
Akodon_serrensis,28.28,1.451479405,3.342154841,,,
Akodon_siberiae,34.61,1.539201599,3.544142658,,,
Akodon_simulator,42.17,1.625003601,3.741709068,,,
Akodon_spegazzinii,28.48,1.454539985,3.349202087,,,
Akodon_subfuscus,29.95,1.476396827,3.399529325,,,
Akodon_surdus,38.98,1.590841835,3.663048694,,,
Akodon_sylvanus,38.98,1.590841835,3.663048694,,,
Akodon_toba,49.61,1.695569227,3.904192426,,,
Akodon_torques,38.37,1.583991799,3.647275904,,,
Akodon_urichi,40.38,1.606166315,3.698334613,,,
Akodon_varius,39.23,1.593618308,3.66944176,,,
Akodon_xanthorhinus,21.33,1.328990855,3.060114532,,,
Alaemon_alaudipes,43.97,1.643156466,3.783507583,,,
Alaemon_hamertoni,40.50,1.607455023,3.701301974,,,
Alauda_arvensis,38.60,1.586587305,3.653252276,,,
Alauda_gulgula,27.16,1.433929766,3.301745303,,,
Alauda_japonica,31.75,1.50174373,3.457892725,,,
Alauda_razae,21.98,1.342027688,3.090132949,,,
Albatrossia_pectoralis,86000.00,4.934498451,11.36210258,,,
Albertosaurus_,2500000.00,6.397940009,14.73180129,,,
Albertosaurus_libratus,2465000.00,6.391816924,14.71770237,,,
Albertosaurus_sarcophagus,2650742.00,6.423367459,14.79035016,,,
Albula_glossodonta,8610.00,3.935003151,9.060679597,,,
Albula_vulpes,10000.00,4,9.210340372,,,
Alburnoides__prespensis,5.40,0.73239376,1.686398954,,,
Alburnoides_bipunctatus,30.00,1.477121255,3.401197382,,,
Alburnoides_prespensis,5.40,0.73239376,1.686398954,,,
Alburnus_alburnus,60.00,1.77815125,4.094344562,,,
Alburnus_arborella,18.60,1.269533669,2.9232093,,,
Alburnus_belvica,26.39,1.421380161,3.272848771,,,
Alca_torda,702.47,2.846627782,6.554602696,,,
Alcedo_argentata,19.48,1.289588953,2.969388298,,,
Alcedo_atthis,33.63,1.526726867,3.515418526,,,
Alcedo_atthis_atthis,33.00,1.51851394,3.496507561,,,
Alcedo_atthis_ispida,35.80,1.553883027,3.577947893,,,
Alcedo_azurea,36.25,1.559308011,3.590439381,,,
Alcedo_coerulescens,27.59,1.4407517,3.317453388,,,
Alcedo_cristata,17.20,1.235528447,2.844909384,,,
Alcedo_cyanopectus,21.50,1.33243846,3.068052935,,,
Alcedo_euryzona,44.92,1.652439748,3.80488313,,,
Alcedo_hercules,27.59,1.4407517,3.317453388,,,
Alcedo_leucogaster,14.63,1.165244326,2.683074215,,,
Alcedo_meninting,21.09,1.32407658,3.048798994,,,
Alcedo_pusilla,13.93,1.143951116,2.634044788,,,
Alcedo_quadribrachys,36.21,1.558828525,3.589335324,,,
Alcedo_semitorquata,45.21,1.655234507,3.811318301,,,
Alcedo_vintsioides,21.22,1.32674538,3.054944133,,,
Alcedo_websteri,61.66,1.79000352,4.121635422,,,
Alcelaphus_buselaphus,127855.48,5.106719347,11.75865584,,,
